Line_No,Date_first_seen,Duration,Proto,Flags,Tos,Packets,Bytes,Flows,src_ips,src_ports,dst_ips,dst_ports
2229,2017-10-23 16:19:02.361,0.0, TCP,......,0,0,9894,1.0, 157.190.153.94,50351 ,   23.92.190.68,80    
2230,2017-10-23 16:19:02.361,0.0, TCP,......,0,0,9894,1.0, 157.190.153.94,50351 ,   23.92.190.68,80    
2231,2017-10-23 16:19:41.134,0.0, TCP,......,0,0,0,1.0, 157.190.33.174,63492 ,173.236.154.142,80    
2232,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,180.102.179.181,37855 ,  157.190.35.93,23    
2233,2017-10-23 16:19:41.144,0.0, TCP,......,0,0,0,1.0, 157.190.40.136,52121 , 209.85.202.155,443   
2234,2017-10-23 16:19:41.144,0.0, UDP,......,0,0,0,1.0,  172.28.27.156,61946 ,    193.1.186.3,53    
2235,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    77.72.82.16,54068 , 157.190.96.245,3389  
2236,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  219.139.160.8,24757 , 157.190.37.204,23    
2237,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.30.36,56530 ,  104.16.212.55,443   
2238,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.30.36,56530 ,  104.16.212.55,443   
2239,2017-10-23 16:19:41.174,0.0, TCP,......,0,0,0,1.0, 157.190.45.142,56980 , 209.85.202.132,443   
2240,2017-10-23 16:19:41.094,0.0, TCP,......,0,0,293,1.0,    172.28.5.66,56893 , 209.85.202.153,443   
2241,2017-10-23 16:19:41.094,0.0, TCP,......,0,0,293,1.0,    172.28.5.66,56893 , 209.85.202.153,443   
2242,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 , 157.190.68.223,5522  
2243,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 , 157.190.159.19,5522  
2244,2017-10-23 16:19:40.914,0.0, TCP,......,0,0,3804,1.0,  172.28.27.141,51998 , 165.193.93.104,80    
2245,2017-10-23 16:19:41.144,0.0, TCP,......,0,0,0,1.0,    172.28.4.72,54058 ,  40.101.76.114,443   
2246,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,   80.82.77.139,39745 ,157.190.237.180,137   
2247,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 122.172.41.187,52725 , 157.190.240.27,23    
2248,2017-10-23 16:19:41.154,0.0, TCP,......,0,0,0,1.0,157.190.140.100,63703 ,  157.190.26.36,9100  
2249,2017-10-23 16:19:36.193,0.0, TCP,......,0,0,1639,1.0,   172.28.25.93,52906 ,  35.189.67.149,443   
2250,2017-10-23 16:19:36.193,0.0, TCP,......,0,0,1639,1.0,   172.28.25.93,52906 ,  35.189.67.149,443   
2251,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 116.255.248.81,45097 , 157.190.69.216,1433  
2252,2017-10-23 16:19:41.164,0.0, UDP,......,0,0,0,1.0,   172.28.6.102,60445 ,    193.1.186.2,53    
2253,2017-10-23 16:19:41.174,0.0, UDP,......,0,0,0,1.0,    172.28.2.35,51520 ,    193.1.186.2,53    
2254,2017-10-23 16:19:36.053,0.0, TCP,......,0,0,2061,1.0, 157.190.147.81,52174 , 178.79.188.178,443   
2255,2017-10-23 16:19:36.053,0.0, TCP,......,0,0,2061,1.0, 157.190.147.81,52174 , 178.79.188.178,443   
2256,2017-10-23 16:19:41.174,0.0, TCP,......,0,0,0,1.0,   172.28.22.70,63463 ,  216.58.198.78,443   
2257,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   51.15.213.83,33786 ,157.190.158.168,23    
2258,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0, 158.140.228.62,58182 , 157.190.95.104,123   
2259,2017-10-23 16:19:41.184,0.0, TCP,......,0,0,0,1.0,   172.28.23.14,49960 , 178.79.251.128,80    
2260,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,119.192.232.225,38305 , 157.190.40.114,23    
2261,2017-10-23 16:19:40.834,0.0, TCP,......,0,0,4047,1.0,  172.28.29.208,64608 ,  40.77.229.133,443   
2262,2017-10-23 16:19:40.834,0.0, TCP,......,0,0,4047,1.0,  172.28.29.208,64608 ,  40.77.229.133,443   
2263,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.63.64.120,48254 , 157.190.125.20,3322  
2264,2017-10-23 16:18:44.720,0.0, TCP,......,0,0,1,1.0, 157.190.155.79,57099 , 209.85.202.138,443   
2265,2017-10-23 16:13:38.182,0.0, TCP,......,0,0,2185,1.0, 157.190.155.79,57099 , 209.85.202.138,443   
2266,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.77.156.97,48240 ,157.190.138.161,2211  
2267,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   164.52.0.141,46021 , 157.190.86.235,80    
2268,2017-10-23 16:19:41.154,0.0, TCP,......,0,0,0,1.0,   172.28.30.36,40685 ,  104.16.37.116,80    
2269,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 67.161.204.192,42005 , 157.190.73.213,23    
2270,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  92.254.191.26,30718 ,  157.190.49.82,23    
2271,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.30.126,49628 , 209.85.202.189,443   
2272,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  111.193.90.88,55620 ,157.190.254.248,23    
2273,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   122.96.28.52,33855 ,157.190.136.166,9200  
2274,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   112.87.70.64,15798 ,157.190.248.230,23    
2275,2017-10-23 16:19:41.184,0.0, TCP,......,0,0,0,1.0, 157.190.33.174,63494 ,    31.13.90.52,443   
2276,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   114.233.0.81,29634 , 157.190.163.73,23    
2277,2017-10-23 16:19:41.194,0.0, UDP,......,0,0,0,1.0,  172.28.28.146,65286 ,    193.1.186.2,53    
2278,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.24.185,60264 ,     54.72.5.20,445   
2279,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    5.188.86.55,43017 , 157.190.188.96,12    
2280,2017-10-23 16:19:41.224,0.0, TCP,......,0,0,0,1.0, 157.190.38.208,50064 ,  40.77.226.250,443   
2281,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   219.246.71.4,9251  ,157.190.194.202,23    
2282,2017-10-23 16:18:42.410,0.0, TCP,......,0,0,6144,1.0,  172.28.27.198,50885 ,  8.249.251.254,80    
2283,2017-10-23 16:18:42.410,0.0, TCP,......,0,0,6144,1.0,  172.28.27.198,50885 ,  8.249.251.254,80    
2284,2017-10-23 16:19:40.654,0.0, TCP,......,0,0,4148,1.0,   172.28.15.11,56121 ,   13.69.159.30,443   
2285,2017-10-23 16:19:40.654,0.0, TCP,......,0,0,4148,1.0,   172.28.15.11,56121 ,   13.69.159.30,443   
2286,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,202.203.132.249,47962 , 157.190.42.236,1433  
2287,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,   172.28.22.44,16403 , 17.173.254.222,16384 
2288,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    172.28.5.89,43368 ,  47.73.170.245,5094  
2289,2017-10-23 16:19:41.124,0.0, TCP,......,0,0,0,1.0, 157.190.45.158,57999 , 52.208.169.199,80    
2290,2017-10-23 16:19:41.124,0.0, TCP,......,0,0,0,1.0,    95.44.72.24,51773 ,  157.190.23.94,443   
2291,2017-10-23 16:18:42.570,0.0, TCP,......,0,0,778,1.0,    172.28.29.7,57104 ,   54.192.30.34,443   
2292,2017-10-23 16:15:38.669,0.0, TCP,......,0,0,4190,1.0,    172.28.29.7,57104 ,   54.192.30.34,443   
2293,2017-10-23 16:19:41.154,0.0, UDP,......,0,0,0,1.0,   172.28.30.36,64476 ,    193.1.186.2,53    
2294,2017-10-23 16:19:41.164,0.0, TCP,......,0,0,0,1.0, 157.190.40.136,52124 ,    31.13.90.36,443   
2295,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.12.210,39963 , 209.85.202.100,443   
2296,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 191.101.167.77,42426 ,157.190.178.235,3817  
2297,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.31.197,16403 , 17.173.254.223,16386 
2298,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,      5.101.0.9,51418 , 157.190.181.49,22    
2299,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 202.177.241.94,28029 ,  157.190.50.72,23    
2300,2017-10-23 16:19:41.084,0.0, TCP,......,0,0,3673,1.0, 157.190.152.78,51079 , 69.172.216.111,443   
2301,2017-10-23 16:19:41.084,0.0, TCP,......,0,0,3673,1.0, 157.190.152.78,51079 , 69.172.216.111,443   
2305,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  114.220.8.101,22921 ,157.190.163.233,23    
2306,2017-10-23 16:19:41.134,0.0, TCP,......,0,0,0,1.0, 157.190.45.158,58001 ,    52.20.172.2,80    
2307,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   164.52.0.141,46020 , 157.190.86.235,80    
2308,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    5.188.86.55,43017 , 157.190.154.56,3399  
2309,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  94.142.141.64,49899 , 157.190.103.43,48266 
2310,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.63.64.120,48254 , 157.190.45.136,3322  
2311,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.29.218,63299 ,        8.8.8.8,53    
2312,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  52.26.198.232,49602 ,157.190.253.177,6379  
2313,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 191.181.222.51,47945 , 157.190.211.68,23    
2314,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.20.253,53006 ,  47.73.170.156,5094  
2315,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   91.247.38.64,54262 ,  157.190.32.57,200   
2316,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 ,157.190.251.110,5522  
2317,2017-10-23 16:19:41.224,0.0, TCP,......,0,0,0,1.0, 157.190.35.104,57824 ,169.254.169.254,80    
2321,2017-10-23 16:18:44.720,0.0, TCP,......,0,0,1,1.0, 157.190.33.174,63333 ,  209.85.203.95,80    
2322,2017-10-23 16:15:41.039,0.0, TCP,......,0,0,348,1.0, 157.190.33.174,63333 ,  209.85.203.95,80    
2323,2017-10-23 16:19:41.134,0.0, UDP,......,0,0,0,1.0,  172.28.24.125,51465 ,    193.1.186.2,53    
2324,2017-10-23 16:19:41.144,0.0, TCP,......,0,0,0,1.0,  172.28.15.215,56843 , 40.114.149.220,443   
2325,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    75.146.3.89,47600 ,157.190.121.118,22    
2326,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 89.218.214.108,58669 , 157.190.30.210,1433  
2327,2017-10-23 16:19:40.944,0.0, TCP,......,0,0,288,1.0,  172.28.12.210,42165 , 209.85.202.100,443   
2328,2017-10-23 16:19:40.944,0.0, TCP,......,0,0,288,1.0,  172.28.12.210,42165 , 209.85.202.100,443   
2329,2017-10-23 16:19:22.182,0.0, TCP,......,0,0,2513,1.0,  172.28.246.91,47737 ,   178.250.0.76,443   
2330,2017-10-23 16:19:22.182,0.0, TCP,......,0,0,2513,1.0,  172.28.246.91,47737 ,   178.250.0.76,443   
2331,2017-10-23 16:19:10.462,0.0, TCP,......,0,0,1780,1.0,  172.28.19.225,51462 , 17.248.149.144,443   
2332,2017-10-23 16:19:10.462,0.0, TCP,......,0,0,1780,1.0,  172.28.19.225,51462 , 17.248.149.144,443   
2333,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  ,   157.190.51.2,5060  
2334,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  128.199.69.55,52613 , 157.190.222.89,4011  
2335,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  187.85.222.79,47653 ,157.190.213.228,2323  
2336,2017-10-23 16:19:41.214,0.0, UDP,......,0,0,0,1.0, 157.190.146.51,60887 , 108.177.119.94,443   
2337,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 189.208.212.17,48668 ,   157.190.5.69,23    
2338,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  45.55.186.174,56724 ,157.190.109.213,53413 
2339,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 175.163.101.80,33590 ,  157.190.211.7,23    
2340,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,   172.28.17.94,16403 , 17.173.254.222,16385 
2341,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 139.162.90.220,45070 , 157.190.85.227,1723  
2342,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  61.146.62.110,44127 , 157.190.127.12,1433  
2343,2017-10-23 16:19:41.164,0.0, TCP,......,0,0,0,1.0, 157.190.45.142,56979 , 209.85.202.132,443   
2344,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   71.6.146.185,26459 ,157.190.224.183,4911  
2345,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.31.197,16403 , 17.173.254.222,16384 
2346,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   91.247.38.64,54262 , 157.190.16.239,100   
2347,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 219.91.251.202,5562  , 157.190.193.82,23    
2348,2017-10-23 16:19:41.194,0.0, TCP,......,0,0,0,1.0, 157.190.140.80,58999 ,  40.101.18.232,443   
2349,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 185.165.29.197,54403 ,157.190.160.194,22    
2350,2017-10-23 16:19:41.104,0.0, TCP,......,0,0,293,1.0,    172.28.5.66,56896 , 209.85.202.153,443   
2351,2017-10-23 16:19:41.104,0.0, TCP,......,0,0,293,1.0,    172.28.5.66,56896 , 209.85.202.153,443   
2352,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  173.192.55.44,443   ,  157.190.41.41,51258 
2353,2017-10-23 16:19:41.194,0.0, TCP,......,0,0,0,1.0, 157.190.140.80,58999 ,  40.101.18.232,443   
2354,2017-10-23 16:19:41.194,0.0, TCP,......,0,0,0,1.0, 157.190.140.80,58999 ,  40.101.18.232,443   
2355,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  186.228.61.14,60969 ,157.190.205.112,23    
2356,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  189.72.67.191,37485 ,157.190.215.142,23    
2357,2017-10-23 16:19:41.234,0.0, TCP,......,0,0,0,1.0,   172.28.2.185,57155 , 17.167.192.225,443   
2358,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0, 165.227.110.69,47791 ,157.190.130.203,53413 
2359,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,179.155.161.102,65526 ,157.190.222.118,23    
2360,2017-10-23 16:19:39.483,0.0, TCP,......,0,0,0,1.0, 157.190.140.77,53567 , 40.101.125.226,443   
2361,2017-10-23 16:06:23.326,0.0, TCP,......,0,0,2659,1.0, 157.190.140.77,53567 , 40.101.125.226,443   
2362,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 66.240.219.146,58022 ,157.190.200.226,5555  
2363,2017-10-23 16:19:41.154,0.0, UDP,......,0,0,0,1.0,   172.28.30.36,60391 ,    193.1.186.2,53    
2364,2017-10-23 16:19:41.164,0.0, UDP,......,0,0,0,1.0, 172.28.244.132,37158 ,    193.1.186.2,53    
2365,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 115.118.214.38,62457 , 157.190.16.193,23    
2366,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 , 157.190.68.190,5522  
2367,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 108.61.191.181,48319 ,157.190.121.146,8822  
2368,2017-10-23 16:19:27.673,0.0, TCP,......,0,0,0,1.0,157.190.142.100,61021 ,  40.77.226.249,443   
2369,2017-10-23 16:18:26.409,0.0, TCP,......,0,0,6845,1.0,157.190.142.100,61021 ,  40.77.226.249,443   
2370,2017-10-23 16:19:41.164,0.0, TCP,......,0,0,0,1.0, 157.190.140.94,49975 , 40.101.126.120,443   
2371,2017-10-23 16:19:41.164,0.0, TCP,......,0,0,0,1.0, 157.190.140.94,49975 , 40.101.126.120,443   
2372,2017-10-23 16:19:41.244,0.0, UDP,......,0,0,0,1.0,157.190.128.103,51899 ,    193.1.186.2,53    
2373,2017-10-23 16:19:41.254,0.0, UDP,......,0,0,0,1.0,157.190.128.103,57146 ,    193.1.186.2,53    
2377,2017-10-23 16:19:01.901,0.0, TCP,......,0,0,31,1.0,   172.28.31.29,49873 , 209.85.202.100,443   
2378,2017-10-23 16:11:52.596,0.0, TCP,......,0,0,1288,1.0,   172.28.31.29,49873 , 209.85.202.100,443   
2379,2017-10-23 16:19:41.164,0.0, TCP,......,0,0,0,1.0, 157.190.38.211,52672 ,   104.46.38.64,443   
2380,2017-10-23 16:19:41.164,0.0, UDP,......,0,0,0,1.0,  172.28.31.181,24617 ,    193.1.186.2,53    
2381,2017-10-23 16:19:41.174,0.0, TCP,......,0,0,0,1.0, 157.190.147.81,52186 ,   64.34.33.202,443   
2382,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.31.197,16403 , 17.173.254.222,16385 
2383,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,191.101.167.243,52788 ,  157.190.90.24,40000 
2384,2017-10-23 16:19:41.204,0.0, UDP,......,0,0,0,1.0,  157.190.52.30,54072 ,  209.85.202.94,443   
2385,2017-10-23 16:19:41.214,0.0, UDP,......,0,0,0,1.0,   172.28.22.70,65215 ,    193.1.186.2,53    
2386,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 109.193.103.46,47177 , 157.190.78.152,23    
2387,2017-10-23 16:19:41.224,0.0, TCP,......,0,0,0,1.0,  157.190.35.49,55863 ,169.254.169.254,80    
2388,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0, 165.227.110.69,53882 , 157.190.82.100,53413
2392,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,   172.28.17.94,16403 , 17.173.254.223,16386 
2393,2017-10-23 16:18:59.761,0.0, TCP,......,0,0,56819,1.0,   172.28.19.91,63403 , 209.85.202.153,443   
2394,2017-10-23 16:18:59.761,0.0, TCP,......,0,0,56819,1.0,   172.28.19.91,63403 , 209.85.202.153,443   
2395,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  115.160.65.32,39788 ,157.190.107.213,23    
2396,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.22.145,16403 , 17.173.254.222,16385 
2397,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,191.101.167.250,52688 , 157.190.89.172,6284  
2398,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,123.201.176.169,55918 ,157.190.167.243,23    
2399,2017-10-23 16:19:41.154,0.0, UDP,......,0,0,0,1.0,   172.28.30.36,53282 ,    193.1.186.2,53    
2400,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 88.147.174.197,11392 ,   157.190.0.68,445   
2401,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  180.175.93.69,44319 ,157.190.153.128,1433  
2402,2017-10-23 16:19:41.184,0.0, TCP,......,0,0,0,1.0,   172.28.6.102,53136 , 104.123.101.30,443   
2403,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,216.158.238.186,65534 , 157.190.234.82,8545  
2404,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   172.28.3.209,46368 ,  47.73.170.245,5094  
2405,2017-10-23 16:19:41.104,0.0, TCP,......,0,0,293,1.0,    172.28.5.66,56897 , 209.85.202.153,443   
2406,2017-10-23 16:19:41.104,0.0, TCP,......,0,0,293,1.0,    172.28.5.66,56897 , 209.85.202.153,443   
2407,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,163.158.153.134,24432 , 157.190.110.76,23    
2408,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  92.42.107.139,7144  ,   157.190.51.3,5060  
2409,2017-10-23 16:19:41.214,0.0, TCP,......,0,0,0,1.0,  157.190.35.84,51702 ,   23.100.86.91,443   
2410,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   47.37.99.215,15798 , 157.190.24.102,23    
2411,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 222.187.46.190,63744 ,  157.190.47.58,1433  
2412,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 ,157.190.145.232,5522  
2413,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,114.224.200.152,52257 ,157.190.107.108,23    
2414,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,131.255.123.100,58511 , 157.190.25.135,2323  
2415,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   45.77.156.97,48240 ,  157.190.32.62,2211  
2416,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.26.179,46219 ,  47.73.170.210,5094  
2417,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.26.179,40375 ,  47.73.170.165,5094  
2418,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   59.24.77.105,27872 ,157.190.183.169,23    
2419,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  115.99.17.104,43668 ,157.190.155.233,23    
2420,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    5.74.97.103,44734 ,  157.190.44.61,22    
2421,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 213.24.132.163,36347 ,  157.190.88.84,23    
2422,2017-10-23 16:18:40.740,0.0, TCP,......,0,0,24210,1.0,157.190.142.100,61022 ,  40.77.226.250,443   
2423,2017-10-23 16:18:40.740,0.0, TCP,......,0,0,24210,1.0,157.190.142.100,61022 ,  40.77.226.250,443   
2424,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   184.154.47.2,41833 ,157.190.204.187,2000  
2425,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 103.52.246.126,46693 ,157.190.170.237,23    
2426,2017-10-23 16:19:41.224,0.0, TCP,......,0,0,0,1.0, 157.190.33.174,63495 ,173.236.154.142,80    
2427,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   5.188.10.103,45682 , 157.190.184.60,7062  
2428,2017-10-23 16:19:41.254,0.0, UDP,......,0,0,0,1.0,   172.28.2.124,8135  ,    193.1.186.2,53    
2429,2017-10-23 16:19:05.131,0.0, TCP,......,0,0,0,1.0,157.190.129.100,49227 ,    40.101.4.18,443   
2430,2017-10-23 16:18:04.008,0.0, TCP,......,0,0,1326,1.0,157.190.129.100,49227 ,    40.101.4.18,443   
2431,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.26.217,41794 ,        8.8.8.8,44446 
2432,2017-10-23 16:19:41.264,0.0, UDP,......,0,0,0,1.0,  172.28.24.107,49245 ,    193.1.186.2,53    
2433,2017-10-23 16:19:11.172,0.0, TCP,......,0,0,806,1.0,   172.28.5.169,62204 , 209.85.202.155,443   
2434,2017-10-23 16:19:11.172,0.0, TCP,......,0,0,806,1.0,   172.28.5.169,62204 , 209.85.202.155,443   
2435,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,124.244.217.220,24004 ,   157.190.53.4,23    
2436,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  183.123.4.244,23738 ,  157.190.52.38,23    
2437,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,    82.52.14.67,59823 ,157.190.218.140,23    
2438,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  202.62.224.40,3707  ,  157.190.8.164,25    
2439,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,121.239.206.204,24096 ,157.190.250.238,23    
2440,2017-10-23 16:18:44.720,0.0, TCP,......,0,0,1,1.0, 157.190.33.174,63335 ,  209.85.202.93,80    
2441,2017-10-23 16:15:41.039,0.0, TCP,......,0,0,443,1.0, 157.190.33.174,63335 ,  209.85.202.93,80    
2442,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,    172.28.5.66,36417 , 209.85.202.153,443   
2443,2017-10-23 16:19:38.403,0.0, TCP,......,0,0,0,1.0,  157.190.37.85,33022 , 40.114.243.118,443   
2444,2017-10-23 16:17:35.456,0.0, TCP,......,0,0,682,1.0,  157.190.37.85,33022 , 40.114.243.118,443   
2445,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  109.248.9.246,42956 , 157.190.150.27,210   
2446,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 122.194.146.95,11773 , 157.190.71.156,23    
2447,2017-10-23 16:19:41.224,0.0, UDP,......,0,0,0,1.0, 157.190.146.51,55810 ,  209.85.202.94,443   
2448,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0, 121.144.228.43,57638 , 157.190.148.87,1900  
2449,2017-10-23 16:19:41.244,0.0, TCP,......,0,0,0,1.0, 157.190.45.158,58004 ,  54.192.28.136,443   
2450,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 108.61.191.181,48319 ,  157.190.92.75,8822  
2451,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.26.247,16403 , 17.173.254.222,16384 
2455,2017-10-23 16:18:53.311,0.0, TCP,......,0,0,0,1.0,  172.28.15.215,56802 , 40.114.149.220,443   
2456,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.12.120,57818 , 209.85.202.139,443   
2457,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,197.226.198.118,56646 ,157.190.181.207,2323  
2458,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,216.158.238.186,65534 ,157.190.234.203,8545  
2459,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,216.158.238.186,65534 ,  157.190.92.21,8545  
2460,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.192,48279 ,157.190.159.210,5522  
2461,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  172.28.26.217,37029 ,        8.8.8.8,44446 
