Line_No,Date_first_seen,Duration,Proto,Flags,Tos,Packets,Bytes,Flows,src_ips,src_ports,dst_ips,dst_ports
0,2017-10-23 16:14:39.426,0.0, UDP,......,0,0,40,1.0,   172.28.10.36,62325 ,    193.1.186.2,53    
1,2017-10-23 16:19:08.342,0.0, TCP,......,0,0,0,1.0,    172.28.28.7,49451 ,   40.77.229.18,443   
2,2017-10-23 16:08:56.195,0.0, TCP,......,0,0,1138,1.0,    172.28.28.7,49451 ,   40.77.229.18,443   
3,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 150.242.68.108,18696 ,157.190.226.233,23    
4,2017-10-23 16:19:40.554,0.0, UDP,......,0,0,0,1.0,  172.28.22.237,26616 ,    193.1.186.2,53    
5,2017-10-23 16:18:38.400,0.0, TCP,......,0,0,1223,1.0,157.190.130.126,62961 ,  54.230.31.224,443   
6,2017-10-23 16:18:38.410,0.0, TCP,......,0,0,2290,1.0,   172.28.14.54,52975 ,108.177.119.147,443   
7,2017-10-23 16:18:38.410,0.0, UDP,......,0,0,47,1.0,  172.28.20.163,62779 ,    193.1.186.2,53    
8,2017-10-23 16:18:38.410,0.0, UDP,......,0,0,40,1.0,  172.28.23.220,43937 ,    193.1.186.2,53    
9,2017-10-23 16:18:38.420,0.0, UDP,......,0,0,40,1.0,     172.28.3.7,58824 ,    193.1.186.2,53    
10,2017-10-23 16:18:38.420,0.0, TCP,......,0,0,24883,1.0,     172.28.3.7,59322 ,     31.13.90.2,443   
11,2017-10-23 16:18:38.430,0.0, UDP,......,0,0,51,1.0,  172.28.23.220,38761 ,    193.1.186.2,53    
12,2017-10-23 16:18:38.440,0.0, UDP,......,0,0,31,1.0,   172.28.1.184,62216 ,    193.1.186.2,53    
13,2017-10-23 16:18:38.450,0.0, UDP,......,0,0,42,1.0,  172.28.23.220,52869 ,    193.1.186.2,53    
14,2017-10-23 16:18:38.450,0.0, TCP,......,0,0,1354,1.0, 157.190.46.200,53227 , 209.85.202.154,443   
15,2017-10-23 16:18:38.450,0.0, TCP,......,0,0,706,1.0,  172.28.20.163,52984 ,  209.85.202.94,443   
16,2017-10-23 16:18:38.450,0.0, UDP,......,0,0,40,1.0,     172.28.3.7,58824 ,    193.1.186.3,53    
17,2017-10-23 16:18:38.450,0.0, UDP,......,0,0,4066,1.0, 157.190.33.163,59668 ,  172.217.20.99,443   
18,2017-10-23 16:18:38.460,0.0, UDP,......,0,0,34,1.0,    172.28.0.53,63558 ,    193.1.186.2,53    
19,2017-10-23 16:18:38.460,0.0, UDP,......,0,0,32,1.0,  172.28.19.105,35590 ,    193.1.186.2,53    
20,2017-10-23 16:18:38.460,0.0, UDP,......,0,0,44,1.0,   172.28.10.16,35078 ,    193.1.186.2,53    
21,2017-10-23 16:18:38.460,0.0, UDP,......,0,0,32,1.0,  172.28.19.105,37675 ,    193.1.186.3,53    
22,2017-10-23 16:18:38.470,0.0, UDP,......,0,0,47,1.0,  172.28.24.177,63063 ,    193.1.186.2,53    
23,2017-10-23 16:18:38.470,0.0, UDP,......,0,0,36,1.0,   172.28.3.174,61153 ,    193.1.186.2,53    
24,2017-10-23 16:18:38.470,0.0, UDP,......,0,0,36,1.0, 172.28.244.132,41253 ,    193.1.186.2,53    
25,2017-10-23 16:18:38.470,0.0, UDP,......,0,0,34,1.0,   172.28.17.43,2187  ,    193.1.186.2,53    
26,2017-10-23 16:18:38.480,0.0, TCP,......,0,0,1323,1.0,   172.28.10.16,39544 , 209.85.202.138,443   
27,2017-10-23 16:18:38.480,0.0, UDP,......,0,0,44,1.0,  172.28.241.10,17716 ,    193.1.186.2,53    
28,2017-10-23 16:18:38.480,0.0, TCP,......,0,0,6117,1.0,157.190.130.126,62963 , 159.122.19.147,443   
29,2017-10-23 16:18:38.480,0.0, TCP,......,0,0,829,1.0,157.190.130.126,62964 , 159.122.19.147,443   
30,2017-10-23 16:18:38.490,0.0, TCP,......,0,0,2513,1.0,157.190.130.126,62965 , 159.122.19.147,443   
31,2017-10-23 16:18:38.490,0.0, TCP,......,0,0,1108,1.0,   172.28.17.43,52019 ,   54.192.30.72,443   
32,2017-10-23 16:18:38.520,0.0, TCP,......,0,0,1073,1.0, 157.190.152.55,41052 ,    31.13.90.36,443   
33,2017-10-23 16:18:38.520,0.0, TCP,......,0,0,1791,1.0,  172.28.24.117,38526 ,    31.13.90.37,443   
34,2017-10-23 16:18:38.520,0.0, UDP,......,0,0,38,1.0,  172.28.24.117,40839 ,    193.1.186.2,53    
35,2017-10-23 16:18:38.530,0.0, UDP,......,0,0,34,1.0,  172.28.241.10,3897  ,    193.1.186.2,53    
36,2017-10-23 16:18:38.540,0.0, TCP,......,0,0,698,1.0, 157.190.36.164,58411 ,  93.184.220.29,80    
37,2017-10-23 16:18:38.550,0.0, UDP,......,0,0,36,1.0,  172.28.29.206,32097 ,    193.1.186.2,53    
38,2017-10-23 16:18:38.550,0.0, UDP,......,0,0,31,1.0,  172.28.29.206,13142 ,    193.1.186.2,53    
39,2017-10-23 16:18:38.550,0.0, UDP,......,0,0,50,1.0,   172.28.0.211,56203 ,    193.1.186.2,53    
40,2017-10-23 16:18:38.550,0.0, UDP,......,0,0,32,1.0,  172.28.29.206,44744 ,    193.1.186.2,53    
41,2017-10-23 16:18:38.550,0.0, UDP,......,0,0,44,1.0,  172.28.29.206,24265 ,    193.1.186.2,53    
42,2017-10-23 16:18:38.550,0.0, UDP,......,0,0,16,1.0,157.190.137.121,65242 ,    192.168.1.5,8612  
43,2017-10-23 16:18:38.560,0.0, TCP,......,0,0,1552,1.0, 157.190.129.80,51048 ,   162.125.64.3,443   
44,2017-10-23 16:18:38.560,0.0, UDP,......,0,0,36,1.0,  172.28.27.141,62569 ,    193.1.186.2,53    
45,2017-10-23 16:18:38.560,0.0, TCP,......,0,0,7260,1.0,   172.28.8.212,51795 ,   157.240.1.18,443   
46,2017-10-23 16:18:38.560,0.0, UDP,......,0,0,51,1.0,  172.28.27.203,55804 ,    193.1.186.2,53    
47,2017-10-23 16:18:38.560,0.0, TCP,......,0,0,13305,1.0,   172.28.0.211,59301 ,173.194.138.141,443   
48,2017-10-23 16:18:38.560,0.0, TCP,......,0,0,3657,1.0,  157.190.38.36,63644 , 209.85.202.189,443   
49,2017-10-23 16:18:38.570,0.0, TCP,......,0,0,314,1.0,  157.190.38.36,63645 , 209.85.202.101,443   
50,2017-10-23 16:18:38.570,0.0, TCP,......,0,0,8923,1.0,  157.190.38.36,63646 , 209.85.202.101,443   
51,2017-10-23 16:18:38.570,0.0, TCP,......,0,0,3386,1.0,  172.28.29.206,59688 , 108.177.119.94,443   
52,2017-10-23 16:18:38.570,0.0, UDP,......,0,0,30,1.0,  172.28.29.206,40728 ,    193.1.186.2,53    
53,2017-10-23 16:18:38.580,0.0, TCP,......,0,0,885,1.0,  172.28.27.203,52448 , 23.212.228.142,443   
54,2017-10-23 16:18:38.580,0.0, UDP,......,0,0,42,1.0,  172.28.25.198,49292 ,    193.1.186.2,53    
55,2017-10-23 16:18:38.580,0.0, UDP,......,0,0,34,1.0,   172.28.5.206,55820 ,    193.1.186.2,53    
56,2017-10-23 16:18:38.580,0.0, TCP,......,0,0,831,1.0,  172.28.24.246,37537 , 209.85.202.157,443   
57,2017-10-23 16:18:38.590,0.0, TCP,......,0,0,1763,1.0,   172.28.2.168,59700 , 209.85.202.153,443   
58,2017-10-23 16:18:38.590,0.0, UDP,......,0,0,48,1.0,  172.28.241.10,14564 ,    193.1.186.2,53    
59,2017-10-23 16:18:38.600,0.0, UDP,......,0,0,33,1.0,   172.28.13.75,31304 ,    193.1.186.2,53    
60,2017-10-23 16:18:38.600,0.0, UDP,......,0,0,33,1.0,    172.28.3.72,51409 ,    193.1.186.2,53    
61,2017-10-23 16:18:38.600,0.0, TCP,......,0,0,869,1.0,  172.28.10.112,51114 ,   23.100.86.91,443   
62,2017-10-23 16:18:38.610,0.0, UDP,......,0,0,41,1.0,  172.28.27.112,61058 ,    193.1.186.2,53    
63,2017-10-23 16:18:38.610,0.0, TCP,......,0,0,320,1.0,  157.190.38.36,63647 , 209.85.202.132,443   
64,2017-10-23 16:18:38.610,0.0, TCP,......,0,0,919,1.0,  157.190.38.36,63648 , 209.85.202.132,443   
65,2017-10-23 16:18:38.620,0.0, TCP,......,0,0,1956,1.0,   172.28.5.206,53945 , 162.125.18.133,443   
66,2017-10-23 16:18:38.620,0.0, TCP,......,0,0,392,1.0,   172.28.13.75,46410 ,   169.60.79.21,443   
67,2017-10-23 16:18:38.620,0.0, UDP,......,0,0,51,1.0,  172.28.26.185,55020 ,    193.1.186.2,53    
68,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,    79.97.21.45,49380 ,  157.190.41.30,161   
69,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,    79.97.21.45,49380 ,  157.190.41.30,161   
70,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,    79.97.21.45,49380 ,  157.190.41.30,161   
71,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,   93.107.77.70,63524 , 157.190.54.222,161   
72,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,   77.81.25.162,37087 , 157.190.167.51,23    
73,2017-10-23 16:19:40.514,0.0, UDP,......,0,0,0,1.0,  172.28.20.203,24370 ,    193.1.186.2,53    
74,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 123.201.121.74,2356  , 157.190.149.54,23    
75,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  51.171.255.63,52610 ,  157.190.41.30,161   
76,1970-01-01 01:00:00.000,0.0, UDP,......,0,0,0,1.0,  45.55.186.174,42167 , 157.190.144.44,53413 
77,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  172.28.27.139,58520 , 54.225.105.212,6861  
78,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0, 173.216.143.92,57723 ,  157.190.64.57,9000  
79,2017-10-23 16:18:49.020,0.0, UDP,......,0,0,0,1.0,157.190.137.121,50571 ,   192.168.1.22,8612  
80,2017-10-23 15:19:38.548,0.0, UDP,......,0,0,16,1.0,157.190.137.121,50571 ,   192.168.1.22,8612  
81,2017-10-23 16:18:50.091,0.0, TCP,......,0,0,0,1.0, 157.190.248.42,54123 , 157.190.163.12,9100  
82,2017-10-23 16:09:38.878,0.0, TCP,......,0,0,0,1.0, 157.190.248.42,54123 , 157.190.163.12,9100  
83,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.25.148,57545 ,    193.1.186.3,53    
84,2017-10-23 16:14:38.995,0.0, UDP,......,0,0,39,1.0,  172.28.25.148,57545 ,    193.1.186.3,53    
85,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,54980 ,    193.1.186.2,53    
86,2017-10-23 16:14:39.386,0.0, UDP,......,0,0,37,1.0,  172.28.14.215,54980 ,    193.1.186.2,53    
87,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.27.128,59886 ,    193.1.186.2,53    
88,2017-10-23 16:14:39.386,0.0, UDP,......,0,0,42,1.0,  172.28.27.128,59886 ,    193.1.186.2,53    
89,2017-10-23 16:14:39.066,0.0, UDP,......,0,0,46,1.0,  172.28.13.213,64904 ,    193.1.186.2,53    
90,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,    172.28.1.85,49452 ,    193.1.186.2,53    
91,2017-10-23 16:14:39.136,0.0, UDP,......,0,0,48,1.0,    172.28.1.85,49452 ,    193.1.186.2,53    
92,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,   172.28.27.23,59397 ,    193.1.186.2,53    
93,2017-10-23 16:14:39.286,0.0, UDP,......,0,0,41,1.0,   172.28.27.23,59397 ,    193.1.186.2,53    
94,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.14.215,63521 ,    193.1.186.2,53    
95,2017-10-23 16:14:39.456,0.0, UDP,......,0,0,43,1.0,  172.28.14.215,63521 ,    193.1.186.2,53    
96,2017-10-23 16:19:08.342,0.0, TCP,......,0,0,0,1.0,    172.28.18.6,61565 , 209.85.202.153,443   
97,2017-10-23 16:08:55.625,0.0, TCP,......,0,0,1097,1.0,    172.28.18.6,61565 , 209.85.202.153,443   
98,1970-01-01 01:00:00.000,0.0, TCP,......,0,0,0,1.0,  45.77.155.251,48266 ,157.190.210.251,4422  
99,2017-10-23 16:18:46.870,0.0, TCP,......,0,0,2972,1.0,   172.28.4.102,54715 , 35.186.197.135,443   
100,2017-10-23 16:13:40.742,0.0, TCP,......,0,0,29190,1.0,   172.28.4.102,54715 , 35.186.197.135,443   
101,2017-10-23 16:18:38.650,0.0, UDP,......,0,0,43,1.0,   172.28.28.60,50856 ,    193.1.186.2,53    
102,2017-10-23 16:18:38.650,0.0, UDP,......,0,0,40,1.0,   172.28.3.174,54015 ,    193.1.186.2,53    
103,2017-10-23 16:18:38.660,0.0, TCP,......,0,0,1442,1.0,   172.28.28.60,61384 , 209.85.202.155,443   
104,2017-10-23 16:18:38.660,0.0, UDP,......,0,0,1964,1.0,  157.190.41.37,56938 , 209.85.202.154,443   
105,2017-10-23 16:18:38.670,0.0, UDP,......,0,0,33,1.0,   172.28.8.157,27233 ,    193.1.186.2,53    
106,2017-10-23 16:18:38.670,0.0, UDP,......,0,0,33,1.0,   172.28.24.46,56104 ,    193.1.186.2,53    
107,2017-10-23 16:18:38.670,0.0, UDP,......,0,0,33,1.0,   172.28.24.46,56104 ,    193.1.186.3,53    
108,2017-10-23 16:18:38.680,0.0, UDP,......,0,0,40,1.0,   172.28.3.174,56275 ,    193.1.186.2,53    
109,2017-10-23 16:18:38.690,0.0, UDP,......,0,0,37,1.0,   172.28.13.75,23933 ,    193.1.186.2,53    
110,2017-10-23 16:18:38.700,0.0, UDP,......,0,0,31,1.0,   172.28.28.75,52115 ,    193.1.186.2,53    
111,2017-10-23 16:18:38.700,0.0, UDP,......,0,0,33,1.0,   172.28.28.75,59128 ,    193.1.186.2,53    
112,2017-10-23 16:18:38.710,0.0, UDP,......,0,0,37,1.0,   172.28.28.75,57452 ,    193.1.186.2,53    
113,2017-10-23 16:18:38.710,0.0, UDP,......,0,0,43,1.0,   172.28.28.75,55276 ,    193.1.186.2,53    
114,2017-10-23 16:18:38.710,0.0, UDP,......,0,0,33,1.0,   172.28.28.75,49613 ,    193.1.186.2,53    
115,2017-10-23 16:18:38.710,0.0, UDP,......,0,0,41,1.0,   172.28.3.174,51621 ,    193.1.186.2,53    
116,2017-10-23 16:18:38.710,0.0, TCP,......,0,0,3057,1.0,   172.28.28.75,51833 , 108.177.119.94,443   
117,2017-10-23 16:18:38.720,0.0, UDP,......,0,0,32,1.0,   172.28.28.75,63560 ,    193.1.186.2,53    
118,2017-10-23 16:18:38.720,0.0, UDP,......,0,0,32,1.0,   172.28.28.75,49179 ,    193.1.186.2,53    
119,2017-10-23 16:18:38.720,0.0, UDP,......,0,0,33,1.0,   172.28.28.75,55447 ,    193.1.186.2,53    
120,2017-10-23 16:18:38.720,0.0, UDP,......,0,0,35,1.0,   172.28.25.73,8691  ,    193.1.186.2,53    
121,2017-10-23 16:18:38.730,0.0, UDP,......,0,0,35,1.0,   172.28.25.73,24474 ,    193.1.186.2,53    
122,2017-10-23 16:18:38.730,0.0, UDP,......,0,0,48,1.0,   172.28.8.200,38276 ,    193.1.186.2,53    
123,2017-10-23 16:18:38.730,0.0, TCP,......,0,0,177,1.0,   172.28.13.75,47434 , 209.85.202.100,80    
124,2017-10-23 16:18:38.730,0.0, UDP,......,0,0,40,1.0,   172.28.3.151,53476 ,    193.1.186.2,53    
125,2017-10-23 16:18:38.730,0.0, UDP,......,0,0,32,1.0,   172.28.3.151,57501 ,    193.1.186.2,53    
126,2017-10-23 16:18:38.730,0.0, UDP,......,0,0,31,1.0,   172.28.3.151,64137 ,    193.1.186.2,53    
127,2017-10-23 16:18:38.730,0.0, UDP,......,0,0,56,1.0,   172.28.3.151,53437 ,    193.1.186.2,53    
128,2017-10-23 16:18:38.740,0.0, UDP,......,0,0,48,1.0, 172.28.244.241,36567 ,    193.1.186.2,53    
129,2017-10-23 16:18:38.740,0.0, TCP,......,0,0,450,1.0,   172.28.3.151,49904 ,   157.240.1.18,443   
130,2017-10-23 16:18:38.740,0.0, UDP,......,0,0,34,1.0,   172.28.3.151,51334 ,    193.1.186.2,53    
131,2017-10-23 16:18:38.740,0.0, UDP,......,0,0,32,1.0,   172.28.3.174,52259 ,    193.1.186.2,53    
132,2017-10-23 16:18:38.760,0.0, UDP,......,0,0,16,1.0,157.190.137.121,65242 ,    192.168.1.6,8612  
133,2017-10-23 16:18:38.760,0.0, UDP,......,0,0,38,1.0,   172.28.4.197,63503 ,    193.1.186.2,53    
134,2017-10-23 16:18:38.770,0.0, UDP,......,0,0,36,1.0,   172.28.3.174,57277 ,    193.1.186.2,53    
135,2017-10-23 16:18:38.770,0.0, TCP,......,0,0,1474,1.0,   172.28.3.151,49906 , 209.85.202.153,443   
136,2017-10-23 16:18:38.770,0.0, UDP,......,0,0,44,1.0,    172.28.1.12,51941 ,    193.1.186.2,53    
137,2017-10-23 16:18:38.780,0.0, UDP,......,0,0,40,1.0,    172.28.1.12,55849 ,    193.1.186.2,53    
138,2017-10-23 16:18:38.780,0.0, UDP,......,0,0,37,1.0,  172.28.241.10,27606 ,    193.1.186.2,53    
139,2017-10-23 16:18:38.780,0.0, TCP,......,0,0,177,1.0,   172.28.13.75,47436 , 209.85.202.100,80    
140,2017-10-23 16:18:38.790,0.0, UDP,......,0,0,40,1.0,  172.28.31.228,64834 ,    193.1.186.2,53    
141,2017-10-23 16:18:38.790,0.0, UDP,......,0,0,44,1.0,  172.28.31.228,65179 ,    193.1.186.2,53    
142,2017-10-23 16:18:38.800,0.0, UDP,......,0,0,41,1.0,   172.28.3.174,63441 ,    193.1.186.2,53    
143,2017-10-23 16:18:38.810,0.0, TCP,......,0,0,1583,1.0,  172.28.18.152,50736 , 204.79.197.213,443   
144,2017-10-23 16:18:38.810,0.0, TCP,......,0,0,3945,1.0,157.190.150.108,54549 , 40.101.126.114,443   
145,2017-10-23 16:18:38.820,0.0, UDP,......,0,0,31,1.0,   172.28.2.208,60759 ,    193.1.186.3,53    
146,2017-10-23 16:18:38.820,0.0, UDP,......,0,0,34,1.0,   172.28.2.208,50842 ,    193.1.186.3,53    
147,2017-10-23 16:18:38.820,0.0, UDP,......,0,0,39,1.0,   172.28.2.208,50400 ,    193.1.186.3,53    
148,2017-10-23 16:18:38.830,0.0, UDP,......,0,0,33,1.0,   172.28.3.174,63608 ,    193.1.186.2,53    
149,2017-10-23 16:18:38.830,0.0, UDP,......,0,0,27,1.0,   172.28.3.151,63081 ,    193.1.186.2,53    
150,2017-10-23 16:18:38.830,0.0, UDP,......,0,0,35,1.0,    172.28.1.12,62374 ,    193.1.186.2,53    
151,2017-10-23 16:18:38.850,0.0, UDP,......,0,0,42,1.0,   172.28.1.184,59109 ,    193.1.186.2,53    
152,2017-10-23 16:18:38.850,0.0, TCP,......,0,0,1020,1.0, 157.190.46.200,53241 ,  209.85.202.97,443   
153,2017-10-23 16:18:38.850,0.0, TCP,......,0,0,2242,1.0,   172.28.7.137,50099 ,   83.97.89.146,443   
154,2017-10-23 16:18:38.850,0.0, TCP,......,0,0,1332,1.0,  157.190.49.45,63237 ,  204.11.109.68,443   
155,2017-10-23 16:18:38.850,0.0, UDP,......,0,0,40,1.0,   172.28.13.75,4487  ,    193.1.186.2,53    
156,2017-10-23 16:18:38.850,0.0, TCP,......,0,0,876,1.0,  157.190.49.45,63238 ,   130.211.5.60,443   
157,2017-10-23 16:18:38.860,0.0, TCP,......,0,0,797,1.0,  157.190.49.45,63241 , 35.195.182.135,443   
158,2017-10-23 16:18:38.860,0.0, TCP,......,0,0,1104,1.0,  157.190.49.45,63242 , 151.101.36.166,443   
159,2017-10-23 16:18:38.860,0.0, TCP,......,0,0,709,1.0, 157.190.46.200,53242 ,  54.192.28.249,443   
160,2017-10-23 16:18:38.870,0.0, TCP,......,0,0,3276,1.0,   172.28.1.184,49491 , 130.211.22.160,443   
161,2017-10-23 16:18:38.870,0.0, UDP,......,0,0,45,1.0,   172.28.7.137,53055 ,    193.1.186.2,53    
162,2017-10-23 16:18:38.880,0.0, UDP,......,0,0,34,1.0,    172.28.25.3,10663 ,    193.1.186.2,53    
163,2017-10-23 16:18:38.910,0.0, TCP,......,0,0,1881,1.0,    172.28.25.3,48435 ,   52.72.160.52,443   
164,2017-10-23 16:18:38.910,0.0, UDP,......,0,0,44,1.0,   172.28.5.247,53694 ,    193.1.186.2,53    
165,2017-10-23 16:18:38.910,0.0, UDP,......,0,0,42,1.0,   172.28.5.247,59696 ,    193.1.186.2,53    
166,2017-10-23 16:18:38.910,0.0, UDP,......,0,0,43,1.0,  172.28.27.168,56336 ,    193.1.186.2,53    
167,2017-10-23 16:18:38.920,0.0, UDP,......,0,0,26,1.0,  172.28.11.215,50919 ,    193.1.186.2,53    
168,2017-10-23 16:18:38.920,0.0, UDP,......,0,0,40,1.0,   172.28.8.195,62752 ,    193.1.186.2,53    
169,2017-10-23 16:18:38.940,0.0, UDP,......,0,0,22,1.0,  172.28.27.130,63954 ,    193.1.186.2,53    
170,2017-10-23 16:18:38.940,0.0, UDP,......,0,0,40,1.0,  172.28.14.100,29563 ,    193.1.186.2,53    
171,2017-10-23 16:18:38.940,0.0, UDP,......,0,0,30,1.0,   172.28.24.46,60500 ,    193.1.186.2,53    
172,2017-10-23 16:18:38.950,0.0, UDP,......,0,0,50,1.0,  172.28.27.168,56582 ,    193.1.186.2,53    
173,2017-10-23 16:18:38.950,0.0, UDP,......,0,0,41,1.0,  172.28.27.130,64863 ,    193.1.186.2,53    
174,2017-10-23 16:18:38.960,0.0, UDP,......,0,0,28,1.0,   172.28.2.208,64082 ,    193.1.186.3,53    
175,2017-10-23 16:18:38.960,0.0, UDP,......,0,0,37,1.0,   172.28.26.75,32483 ,    193.1.186.2,53    
176,2017-10-23 16:18:38.960,0.0, UDP,......,0,0,16,1.0,157.190.137.121,65242 ,    192.168.1.7,8612  
177,2017-10-23 16:18:38.960,0.0, UDP,......,0,0,50,1.0,  172.28.27.168,56661 ,    193.1.186.2,53    
178,2017-10-23 16:18:38.960,0.0, TCP,......,0,0,1428,1.0, 157.190.152.75,60902 ,  40.101.76.114,443   
179,2017-10-23 16:18:38.960,0.0, UDP,......,0,0,34,1.0,    172.28.0.53,50508 ,    193.1.186.2,53    
180,2017-10-23 16:18:38.970,0.0, TCP,......,0,0,962,1.0,  172.28.27.130,57564 , 104.123.101.30,443   
181,2017-10-23 16:05:37.833,0.0, TCP,......,0,0,1315,1.0,    172.28.8.91,58648 ,107.178.244.155,443   
182,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,  172.28.26.249,4961  ,    193.1.186.2,53    
183,2017-10-23 16:14:38.615,0.0, UDP,......,0,0,36,1.0,  172.28.26.249,4961  ,    193.1.186.2,53    
184,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,   172.28.29.26,52161 ,    193.1.186.2,53    
185,2017-10-23 16:14:38.715,0.0, UDP,......,0,0,40,1.0,   172.28.29.26,52161 ,    193.1.186.2,53    
186,2017-10-23 16:18:43.650,0.0, UDP,......,0,0,0,1.0,  172.28.28.109,50651 ,    193.1.186.2,53    
187,2017-10-23 16:14:38.885,0.0, UDP,......,0,0,32,1.0,  172.28.28.109,50651 ,    193.1.186.2,53    
188,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.13.224,49836 ,    193.1.186.2,53    
189,2017-10-23 16:14:39.046,0.0, UDP,......,0,0,27,1.0,  172.28.13.224,49836 ,    193.1.186.2,53    
190,2017-10-23 16:18:44.720,0.0, UDP,......,0,0,0,1.0,  172.28.26.185,51327 ,    193.1.186.2,53    
191,2017-10-23 16:14:39.106,0.0, UDP,......,0,0,90,1.0,  172.28.26.185,51327 ,    193.1.186.2,53    
192,2017-10-23 16:18:39.070,0.0, UDP,......,0,0,41,1.0,  172.28.24.177,52571 ,    193.1.186.2,53    
193,2017-10-23 16:18:39.070,0.0, TCP,......,0,0,2074,1.0, 157.190.148.95,61354 ,  104.244.46.71,443   
194,2017-10-23 16:18:39.070,0.0, TCP,......,0,0,2074,1.0, 157.190.148.95,61355 ,  104.244.46.71,443   
195,2017-10-23 16:18:39.080,0.0, TCP,......,0,0,1379,1.0,   172.28.17.43,51106 ,   52.20.133.80,443   
196,2017-10-23 16:18:39.080,0.0, UDP,......,0,0,44,1.0,   172.28.9.203,49506 ,    193.1.186.2,53    
197,2017-10-23 16:18:39.080,0.0, UDP,......,0,0,34,1.0,   172.28.9.203,54361 ,    193.1.186.2,53    
198,2017-10-23 16:18:39.080,0.0, UDP,......,0,0,32,1.0,  172.28.13.240,39055 ,    193.1.186.2,53    
199,2017-10-23 16:18:39.080,0.0, TCP,......,0,0,12909,1.0,   172.28.24.46,59972 ,  35.156.24.124,443   
200,2017-10-23 16:18:39.080,0.0, TCP,......,0,0,1233,1.0,   172.28.24.46,59971 ,     31.13.90.9,443   
201,2017-10-23 16:18:39.080,0.0, UDP,......,0,0,32,1.0,  172.28.13.240,60924 ,    193.1.186.3,53    
202,2017-10-23 16:18:39.090,0.0, TCP,......,0,0,727,1.0,  172.28.27.156,50566 ,   8.250.39.254,80    
203,2017-10-23 16:18:39.090,0.0, TCP,......,0,0,728,1.0,  172.28.27.156,50567 ,  8.248.171.254,80    
204,2017-10-23 16:18:39.090,0.0, TCP,......,0,0,729,1.0,  172.28.27.156,50568 ,   8.250.45.254,80    
205,2017-10-23 16:18:39.090,0.0, TCP,......,0,0,7275,1.0,   157.190.0.82,65163 ,  40.101.12.130,443   
206,2017-10-23 16:18:39.090,0.0, UDP,......,0,0,43,1.0,  172.28.20.118,55048 ,    193.1.186.2,53    
207,2017-10-23 16:18:39.090,0.0, UDP,......,0,0,34,1.0,   172.28.9.203,54361 ,    193.1.186.3,53    
208,2017-10-23 16:18:39.090,0.0, TCP,......,0,0,1089,1.0,   172.28.23.32,46953 ,   157.240.1.13,443   
209,2017-10-23 16:18:39.100,0.0, UDP,......,0,0,44,1.0,   172.28.9.203,52577 ,    193.1.186.2,53    
210,2017-10-23 16:18:39.100,0.0, UDP,......,0,0,38,1.0,  172.28.24.177,50465 ,    193.1.186.2,53    
211,2017-10-23 16:18:39.100,0.0, UDP,......,0,0,34,1.0,   172.28.9.203,56202 ,    193.1.186.2,53    
212,2017-10-23 16:18:39.100,0.0, UDP,......,0,0,36,1.0,   172.28.10.16,46086 ,    193.1.186.2,53    
213,2017-10-23 16:18:39.110,0.0, UDP,......,0,0,44,1.0,   172.28.9.203,53404 ,    193.1.186.2,53    
214,2017-10-23 16:18:39.110,0.0, TCP,......,0,0,5362,1.0,   172.28.10.16,54293 ,  209.85.202.95,443   
215,2017-10-23 16:18:39.110,0.0, UDP,......,0,0,34,1.0,   172.28.9.203,54755 ,    193.1.186.2,53    
216,2017-10-23 16:18:39.110,0.0, UDP,......,0,0,34,1.0,  172.28.24.177,59574 ,    193.1.186.2,53    
217,2017-10-23 16:18:39.120,0.0, UDP,......,0,0,38,1.0,  172.28.24.177,52317 ,    193.1.186.2,53    
218,2017-10-23 16:18:39.120,0.0, UDP,......,0,0,40,1.0,  172.28.23.191,63600 ,    193.1.186.2,53    
219,2017-10-23 16:18:39.130,0.0, TCP,......,0,0,729,1.0,  172.28.27.156,50569 ,   8.250.37.254,80    
220,2017-10-23 16:18:39.150,0.0, UDP,......,0,0,35,1.0,   172.28.25.32,64439 ,    193.1.186.2,53    
