,Proto,Flows,Bytes,src_ips,dst_ips
3955,TCP,1.0,94123,  172.28.23.177, 194.132.196.66
3956,TCP,1.0,2, 157.190.155.76, 23.212.230.150
3957,TCP,1.0,28690, 157.190.152.51,  40.101.12.130
3958,TCP,1.0,2,    172.28.5.82, 209.85.202.103
3959,TCP,1.0,222, 157.190.130.89,  209.85.202.94
3960,UDP,1.0,35,  172.28.12.131,    193.1.186.2
3961,UDP,1.0,0,  172.28.24.185,    193.1.186.2
3962,UDP,1.0,29,  172.28.24.185,    193.1.186.2
3963,UDP,1.0,0,  172.28.31.155,    193.1.186.2
3964,UDP,1.0,32,  172.28.31.155,    193.1.186.2
3965,UDP,1.0,0,  172.28.12.148,    193.1.186.2
3966,UDP,1.0,47,  172.28.12.148,    193.1.186.2
3967,TCP,1.0,1,  157.190.96.18, 209.85.202.156
3968,TCP,1.0,1395,  172.28.27.222, 108.177.119.94
3969,TCP,1.0,1415,    172.28.29.7,   54.85.253.10
3970,TCP,1.0,11750,  172.28.22.252,   83.97.89.161
3971,TCP,1.0,0,  172.28.10.112,   8.250.43.254
3972,TCP,1.0,0,   172.28.30.47, 216.58.211.170
3973,TCP,1.0,2001,   172.28.28.12,   157.240.1.13
3974,TCP,1.0,0,   172.28.30.47,  209.85.202.19
3975,UDP,1.0,0,  172.28.247.86,    193.1.186.3
3976,TCP,1.0,0,  172.28.28.116,161.170.236.122
3977,TCP,1.0,1, 157.190.45.153,     23.52.55.8
3978,TCP,1.0,57,  172.28.31.137, 64.233.164.188
3979,TCP,1.0,701, 157.190.129.80, 162.125.34.129
3980,TCP,1.0,1364, 157.190.140.80,  40.101.28.178
3981,TCP,1.0,0, 157.190.47.228, 40.101.126.194
3982,TCP,1.0,2755,  157.190.43.35,  209.85.202.94
3983,UDP,1.0,37,  172.28.12.148,    193.1.186.2
3984,UDP,1.0,0,   172.28.29.68,    193.1.186.3
3985,UDP,1.0,32,   172.28.29.68,    193.1.186.3
3986,UDP,1.0,0,  172.28.27.177,    193.1.186.2
3987,UDP,1.0,35,  172.28.27.177,    193.1.186.2
3988,UDP,1.0,0,   172.28.6.175,    193.1.186.3
3989,UDP,1.0,47,   172.28.6.175,    193.1.186.3
3990,UDP,1.0,0,  172.28.20.170,    193.1.186.2
3991,UDP,1.0,43,  172.28.20.170,    193.1.186.2
3992,UDP,1.0,0,  172.28.31.203,    193.1.186.2
3993,UDP,1.0,37,  172.28.31.203,    193.1.186.2
3994,TCP,1.0,0, 201.208.145.29, 157.190.243.80
3995,TCP,1.0,0,   45.77.153.18,  157.190.65.56
3996,TCP,1.0,725,  172.28.28.244, 35.156.170.131
3997,TCP,1.0,1,   172.28.12.20, 104.244.42.136
3998,TCP,1.0,3432,    172.28.29.7,  52.214.206.26
3999,TCP,1.0,1275,    172.28.29.7,  54.192.29.159
4000,TCP,1.0,1,  157.190.56.19,  46.183.240.21
4001,TCP,1.0,3528,  172.28.28.244,  204.11.109.67
4002,TCP,1.0,6277,    172.28.29.7,  54.235.203.89
4003,TCP,1.0,1300, 157.190.135.55,  40.101.18.226
4004,TCP,1.0,2,157.190.148.121, 209.85.203.188
4005,TCP,1.0,174, 157.190.129.66,   15.72.162.36
4006,UDP,1.0,52,  172.28.25.136,    193.1.186.2
4007,UDP,1.0,0,   172.28.25.28,    193.1.186.2
4008,UDP,1.0,40,   172.28.25.28,    193.1.186.2
4009,UDP,1.0,0,   172.28.26.62,    193.1.186.2
4010,UDP,1.0,45,   172.28.26.62,    193.1.186.2
4011,UDP,1.0,0,  172.28.31.155,    193.1.186.2
4012,UDP,1.0,31,  172.28.31.155,    193.1.186.2
4013,UDP,1.0,0,  172.28.31.155,    193.1.186.2
4014,UDP,1.0,32,  172.28.31.155,    193.1.186.2
4015,UDP,1.0,0,   172.28.6.212,    193.1.186.2
4016,UDP,1.0,31,   172.28.6.212,    193.1.186.2
4017,UDP,1.0,0,   172.28.30.36,    193.1.186.2
4018,UDP,1.0,40,   172.28.30.36,    193.1.186.2
4019,UDP,1.0,0,    172.28.31.2,    193.1.186.2
4020,UDP,1.0,39,    172.28.31.2,    193.1.186.2
4021,UDP,1.0,0,  172.28.29.105,    193.1.186.2
4022,UDP,1.0,42,  172.28.29.105,    193.1.186.2
4023,UDP,1.0,0,  172.28.29.155,    193.1.186.2
4024,UDP,1.0,35,  172.28.29.155,    193.1.186.2
4025,TCP,1.0,0,  45.77.155.192,157.190.166.197
4026,TCP,1.0,0,    172.28.20.4, 209.85.202.100
4027,TCP,1.0,0,    172.28.20.4, 209.85.202.100
4028,UDP,1.0,49,   157.190.23.2,    193.1.186.2
4029,TCP,1.0,0,  172.28.18.196,  52.36.168.148
4030,TCP,1.0,1,  157.190.37.74,  104.244.46.39
4031,TCP,1.0,2, 157.190.43.199, 209.85.202.100
4032,TCP,1.0,0,   172.28.31.51,  74.125.23.188
4033,TCP,1.0,2,  157.190.42.37,  23.200.101.74
4034,TCP,1.0,0,  172.28.12.248,  40.101.18.226
4035,TCP,1.0,0,   172.28.26.13,  54.192.28.162
4036,UDP,1.0,44,  172.28.14.215,    193.1.186.2
4037,UDP,1.0,45,   172.28.13.18,    193.1.186.2
4038,TCP,1.0,3456,  172.28.14.215, 209.85.202.100
4039,UDP,1.0,44,  172.28.14.215,    193.1.186.2
4040,TCP,1.0,1680, 157.190.152.78, 52.211.103.202
4041,TCP,1.0,1776,   172.28.13.18,  209.85.202.95
4042,UDP,1.0,42,  172.28.24.177,    193.1.186.3
4043,TCP,1.0,3583,  157.190.35.37,  40.77.226.250
4044,UDP,1.0,88,  172.28.28.144,    193.1.186.2
4045,TCP,1.0,463,  157.190.49.45,   54.192.28.81
4046,TCP,1.0,4628,  157.190.42.53,     54.72.5.20
4047,TCP,1.0,3968,  157.190.42.53,     54.72.5.20
4048,TCP,1.0,3960,  157.190.42.53,     54.72.5.20
4049,TCP,1.0,3300,  157.190.42.53,     54.72.5.20
4050,TCP,1.0,3304,  157.190.42.53,     54.72.5.20
4051,TCP,1.0,3303,  157.190.42.53,     54.72.5.20
4052,UDP,1.0,31,   172.28.3.225,    193.1.186.2
4053,UDP,1.0,0,   172.28.0.241,    193.1.186.2
4054,UDP,1.0,35,   172.28.0.241,    193.1.186.2
4055,UDP,1.0,0,  172.28.31.155,    193.1.186.2
4056,UDP,1.0,33,  172.28.31.155,    193.1.186.2
4057,UDP,1.0,0,  172.28.31.155,    193.1.186.2
4058,UDP,1.0,33,  172.28.31.155,    193.1.186.2
4059,UDP,1.0,0,   172.28.22.48,    193.1.186.2
4060,UDP,1.0,34,   172.28.22.48,    193.1.186.2
4061,UDP,1.0,0,   172.28.6.175,    193.1.186.2
4062,UDP,1.0,47,   172.28.6.175,    193.1.186.2
4063,UDP,1.0,0,  172.28.23.170,    193.1.186.2
4064,UDP,1.0,37,  172.28.23.170,    193.1.186.2
4065,UDP,1.0,0,  172.28.27.214,    193.1.186.2
4066,UDP,1.0,37,  172.28.27.214,    193.1.186.2
4067,TCP,1.0,761,   172.28.5.169, 209.85.202.155
4068,TCP,1.0,761,   172.28.5.169, 209.85.202.155
4069,TCP,1.0,0, 157.190.144.73, 162.125.18.133
4070,TCP,1.0,116,   172.28.17.36,  74.125.23.188
4071,UDP,1.0,48,  157.190.39.98,  193.1.219.116
4072,UDP,1.0,649780,  109.125.18.21,   157.190.3.33
4073,UDP,1.0,649780,   157.190.3.33,  157.190.97.54
4074,UDP,1.0,46,   157.190.23.2,    193.1.186.2
4075,TCP,1.0,46, 157.190.133.53, 216.58.201.163
4076,TCP,1.0,2005,   172.28.3.224,  209.85.202.95
4077,TCP,1.0,1,  157.190.96.32, 23.212.230.150
4078,TCP,1.0,9994,    172.28.7.69, 108.177.119.94
4079,TCP,1.0,1,    172.28.7.69,  23.212.231.55
4080,TCP,1.0,680,   157.190.36.7, 209.85.202.139
4081,TCP,1.0,0,    172.28.7.85,    52.0.252.14
4082,TCP,1.0,1, 157.190.33.163, 104.19.193.102
4083,TCP,1.0,0,   172.28.13.55, 209.85.202.189
4084,TCP,1.0,0, 157.190.150.69,  40.101.12.114
4085,TCP,1.0,732,  172.28.12.120,     31.13.90.2
4086,TCP,1.0,1, 157.190.139.71, 209.85.203.188
4087,TCP,1.0,647,   172.28.7.215,  17.252.60.163
4088,TCP,1.0,18075,157.190.150.118,  85.115.52.201
4089,TCP,1.0,1,  172.28.19.172, 209.85.203.188
4090,TCP,1.0,2,  157.190.42.51,  104.16.99.180
4091,TCP,1.0,4291, 157.190.42.106, 108.177.119.94
4092,TCP,1.0,1120,  172.28.14.135, 209.85.202.189
4093,TCP,1.0,0,157.190.150.109,  40.101.73.146
4094,TCP,1.0,2850,   172.28.0.221,  194.132.168.2
4095,TCP,1.0,1124, 157.190.129.69,   40.101.49.66
4096,UDP,1.0,0,   172.28.26.46,    193.1.186.2
4097,TCP,1.0,0, 207.54.154.127, 157.190.93.154
4098,UDP,1.0,64, 157.190.147.11,    193.1.186.2
4099,UDP,1.0,46, 157.190.147.11,    193.1.186.2
4100,UDP,1.0,54, 157.190.147.11,    193.1.186.2
4101,TCP,1.0,785, 157.190.152.57, 104.244.42.129
4102,UDP,1.0,59, 157.190.147.11,    193.1.186.2
4103,UDP,1.0,53,   157.190.23.2,    193.1.186.2
4104,UDP,1.0,64, 157.190.150.20,    193.1.186.2
4105,UDP,1.0,58, 157.190.150.20,    193.1.186.2
4106,UDP,1.0,42, 157.190.150.20,    193.1.186.2
4107,UDP,1.0,53,   157.190.23.2,    193.1.186.2
4108,UDP,1.0,51,   157.190.23.2,    193.1.186.2
4109,UDP,1.0,95, 157.190.150.20,    193.1.186.2
4110,UDP,1.0,78,   157.190.23.7,    193.1.186.2
4111,UDP,1.0,66,   157.190.23.2,    193.1.186.2
4112,TCP,1.0,1841, 157.190.128.88, 209.85.202.190
4113,TCP,1.0,3870, 157.190.140.94,  40.101.72.210
4114,TCP,1.0,0, 157.190.152.66,   40.101.46.18
4115,TCP,1.0,1103,   172.28.17.34, 209.85.202.157
4116,TCP,1.0,1103,   172.28.17.34, 209.85.202.157
4117,TCP,1.0,0, 194.125.122.61,  157.190.23.94
4118,TCP,1.0,0,  172.28.24.185,     54.72.5.20
4119,UDP,1.0,0,  172.28.24.177,    193.1.186.2
4120,UDP,1.0,36,  172.28.24.177,    193.1.186.2
4121,TCP,1.0,0, 108.61.191.181,157.190.183.109
4122,TCP,1.0,0, 157.190.155.51,  40.101.40.210
4123,TCP,1.0,1098, 157.190.155.51,   40.101.80.18
4124,TCP,1.0,0,  172.28.12.120, 209.85.202.189
4125,TCP,1.0,935,  172.28.19.172, 162.125.18.133
4126,TCP,1.0,1180,  172.28.19.172, 162.125.34.129
4127,TCP,1.0,749, 157.190.33.174,  209.85.202.18
4128,TCP,1.0,217,  172.28.30.123,     31.13.90.2
4129,TCP,1.0,838,   172.28.8.130, 209.85.202.189
4130,TCP,1.0,0,   172.28.8.130,143.239.153.183
4131,TCP,1.0,0,   172.28.8.130,143.239.153.183
4132,TCP,1.0,4160,   157.190.36.7, 209.85.202.139
4133,TCP,1.0,0,  172.28.27.133, 209.85.202.189
4134,TCP,1.0,2,  172.28.26.116,   52.215.53.91
4135,TCP,1.0,1,  172.28.18.153, 209.85.203.188
4136,TCP,1.0,1, 157.190.33.163,  23.212.230.27
4137,TCP,1.0,0, 103.98.156.120,   157.190.10.2
4138,TCP,1.0,0, 157.190.145.73, 91.225.248.129
4139,TCP,1.0,0, 157.190.128.90,    40.101.6.34
4140,TCP,1.0,0,   183.82.209.9, 157.190.83.253
4141,UDP,1.0,47,   172.28.7.113,    193.1.186.3
4142,UDP,1.0,47,   172.28.7.113,    193.1.186.2
4143,UDP,1.0,47,   172.28.7.113,    193.1.186.3
4144,UDP,1.0,45,   172.28.5.221,    193.1.186.2
4145,UDP,1.0,41,   172.28.5.221,    193.1.186.2
4146,UDP,1.0,42,  172.28.24.177,    193.1.186.3
4147,TCP,1.0,1075,   172.28.5.221, 209.85.202.157
4148,TCP,1.0,1118,   172.28.5.221,  209.85.202.93
4149,UDP,1.0,16,157.190.137.121,   192.168.1.13
4150,UDP,1.0,80,    172.28.2.26,    193.1.186.2
4151,UDP,1.0,80,    172.28.2.26,    193.1.186.3
4152,UDP,1.0,42,   172.28.7.184,    193.1.186.2
4153,UDP,1.0,35,  172.28.241.60,    193.1.186.2
4154,TCP,1.0,1731,  172.28.23.126,  209.85.202.95
4155,TCP,1.0,2509,  172.28.13.159, 209.85.202.148
4156,TCP,1.0,2676,  172.28.18.113,  209.85.202.95
4157,TCP,1.0,2,   172.28.17.57, 209.85.203.188
4158,TCP,1.0,0,   179.35.56.17,157.190.161.184
4159,TCP,1.0,0,   172.28.3.209,  47.73.170.242
4160,TCP,1.0,0,  172.28.24.185,     54.72.5.20
4161,UDP,1.0,0,  172.28.30.135,    193.1.186.2
4162,TCP,1.0,0,   45.77.156.97,157.190.214.100
4163,TCP,1.0,1, 157.190.33.242, 89.101.153.177
4164,UDP,1.0,188,   157.190.23.7,    193.1.186.2
4165,UDP,1.0,41,   157.190.23.7,    193.1.186.2
4166,UDP,1.0,51,   157.190.23.7,    193.1.186.2
4167,UDP,1.0,98,   157.190.23.7,    193.1.186.2
4168,UDP,1.0,49,   157.190.23.7,    193.1.186.2
4169,UDP,1.0,47,   157.190.23.7,    193.1.186.2
4170,UDP,1.0,48, 157.190.47.108,  17.253.34.125
4171,TCP,1.0,53, 157.190.153.92,   40.77.229.37
4172,TCP,1.0,312,   193.1.228.14,  157.190.23.60
4173,UDP,1.0,44,   157.190.23.2,    193.1.186.2
4174,UDP,1.0,172885,157.190.150.117,    82.16.27.28
4175,UDP,1.0,641, 157.190.32.194, 209.85.202.189
4176,TCP,1.0,0,   81.10.169.90,157.190.254.247
4177,TCP,1.0,1147,   172.28.17.34, 209.85.202.157
4178,TCP,1.0,1147,   172.28.17.34, 209.85.202.157
4179,TCP,1.0,0,  202.148.31.10,157.190.196.200
4180,TCP,1.0,0, 118.80.171.201,157.190.164.254
4181,TCP,1.0,0, 112.82.253.183, 157.190.50.187
4182,TCP,1.0,0,    172.28.0.95,   173.194.5.72
4183,TCP,1.0,0,  157.190.43.35, 204.79.197.200
4184,TCP,1.0,788,  157.190.43.35, 204.79.197.200
4185,TCP,1.0,19880,157.190.130.122, 40.101.126.194
4186,TCP,1.0,2947, 157.190.137.93, 162.125.18.133
4187,TCP,1.0,2,  157.190.96.18,   104.244.42.5
4188,TCP,1.0,2,  157.190.96.18,   104.244.42.3
4189,TCP,1.0,2996,   172.28.17.34,  23.212.230.27
4190,TCP,1.0,0,   172.28.17.65, 108.177.96.188
4191,TCP,1.0,0, 157.190.152.51,  40.101.51.114
4192,TCP,1.0,0, 157.190.142.73, 40.101.126.194
4193,TCP,1.0,0, 157.190.142.67,   40.101.12.82
4194,TCP,1.0,896,  157.190.43.35,  209.85.202.94
4195,TCP,1.0,910, 157.190.152.66, 162.125.34.129
4196,UDP,1.0,48, 157.190.46.195,  17.253.34.125
4197,TCP,1.0,0,157.190.128.101,   40.101.7.194
4198,TCP,1.0,27,    172.28.6.90,     31.13.90.1
4199,TCP,1.0,1,  172.28.26.236,  104.244.42.65
4200,TCP,1.0,6672,  157.190.35.37,   13.107.6.151
4201,TCP,1.0,0,139.162.125.159, 157.190.78.246
4202,TCP,1.0,0, 157.190.45.158,173.241.240.143
4203,UDP,1.0,0,   172.28.22.70, 209.85.202.101
4204,TCP,1.0,0,  172.28.16.127,   54.225.90.73
4205,TCP,1.0,0,   24.27.14.203,157.190.157.169
4206,UDP,1.0,0,   172.28.3.225,    193.1.186.2
4207,UDP,1.0,36,   172.28.3.225,    193.1.186.2
4208,TCP,1.0,0, 178.47.113.251, 157.190.70.183
4209,TCP,1.0,0, 120.146.191.65,   157.190.27.1
4210,TCP,1.0,0, 187.182.253.19, 157.190.168.20
4211,TCP,1.0,0,    58.119.16.6,  157.190.52.58
4212,UDP,1.0,7624, 157.190.130.95, 209.85.202.102
4213,TCP,1.0,0,  172.28.21.237, 209.85.202.153
4214,TCP,1.0,2900,  172.28.28.244,  52.58.201.177
4215,TCP,1.0,1893,   172.28.5.216, 151.101.37.130
4216,TCP,1.0,2328,   172.28.5.216, 151.101.37.130
4217,TCP,1.0,1148, 157.190.43.110, 209.85.202.148
4218,TCP,1.0,31,  172.28.30.199,     31.13.90.1
4219,TCP,1.0,739, 157.190.43.110,  92.123.72.134
4220,TCP,1.0,1, 157.190.43.110,  92.123.72.134
4221,TCP,1.0,1, 157.190.43.110,     87.32.97.9
4222,TCP,1.0,995, 157.190.43.110,   52.94.216.48
4223,TCP,1.0,0,  172.28.27.128,  47.73.170.242
4224,TCP,1.0,0,   45.77.156.97, 157.190.214.96
4225,UDP,1.0,0, 172.28.243.252,    193.1.186.2
4226,TCP,1.0,0, 157.190.147.73,  198.47.127.15
4227,UDP,1.0,56, 157.190.22.189,    193.1.186.2
4228,TCP,1.0,0, 157.190.52.144,    40.101.50.2
4229,TCP,1.0,1270, 157.190.132.32, 104.244.42.129
4230,TCP,1.0,592, 157.190.128.90,    10.1.240.55
4231,UDP,1.0,234, 157.190.128.72,    192.168.0.8
4232,UDP,1.0,57, 157.190.150.20,    193.1.186.2
4233,UDP,1.0,48, 157.190.150.20,    193.1.186.2
4234,TCP,1.0,288, 157.190.129.62,   52.55.165.29
4235,UDP,1.0,55,   157.190.23.2,    193.1.186.2
4236,TCP,1.0,0,   157.190.0.75,  40.101.51.130
4237,TCP,1.0,0,   172.28.9.187, 209.85.202.100
4238,TCP,1.0,1, 157.190.33.163, 162.247.242.21
4239,TCP,1.0,1, 157.190.43.110,159.253.128.188
4240,TCP,1.0,1, 157.190.43.110,  151.101.38.49
4241,TCP,1.0,1404,    172.28.29.7,  54.171.29.230
4242,TCP,1.0,1404,    172.28.29.7,  54.171.29.230
4243,TCP,1.0,0,157.190.140.138,  40.101.76.114
4244,TCP,1.0,419,  172.28.25.159,  169.47.42.199
4245,TCP,1.0,0,216.158.238.186,157.190.215.214
4246,TCP,1.0,0,   66.31.73.145,157.190.191.218
4247,TCP,1.0,0, 123.135.249.89,157.190.169.129
4248,TCP,1.0,0, 157.190.147.73,  37.252.172.40
4249,UDP,1.0,46,   172.28.27.56,    193.1.186.2
4250,TCP,1.0,0, 78.113.206.194,157.190.115.171
4251,TCP,1.0,0,  172.28.23.126, 209.85.202.101
4252,TCP,1.0,0,   45.63.74.105, 157.190.86.154
4253,TCP,1.0,0,   45.77.153.18,  157.190.65.46
4254,TCP,1.0,0,  172.28.27.198,  40.101.76.114
4255,TCP,1.0,1,    172.28.7.69,108.177.119.147
4256,TCP,1.0,5842,    172.28.25.3,    31.13.90.52
4257,TCP,1.0,0,  172.28.27.193,     31.13.90.2
4258,TCP,1.0,2427,    172.28.7.69, 209.85.202.157
4259,TCP,1.0,47,    172.28.7.69, 209.85.202.148
4260,TCP,1.0,1,  157.190.37.81, 23.212.228.228
4261,TCP,1.0,1,  172.28.28.206,  209.85.202.94
4262,TCP,1.0,0, 139.162.71.210, 157.190.216.82
4263,UDP,1.0,0,157.190.153.122,108.177.119.104
4264,TCP,1.0,0,   172.28.6.115,   162.125.64.3
4265,TCP,1.0,0,   172.28.6.115,   162.125.64.3
4266,TCP,1.0,0, 114.86.168.124,157.190.247.153
4267,TCP,1.0,0, 125.65.238.131, 157.190.91.105
4268,TCP,1.0,0,   191.7.191.90,157.190.157.125
4269,TCP,1.0,0, 139.162.120.98, 157.190.48.168
4270,TCP,1.0,2, 157.190.43.100, 108.177.119.99
4271,TCP,1.0,2516, 157.190.45.147, 162.125.18.133
4272,TCP,1.0,338, 157.190.43.202,     31.13.90.2
4273,TCP,1.0,0,  172.28.24.212,    31.13.90.52
4274,TCP,1.0,0,  172.28.24.212,    31.13.90.52
4275,TCP,1.0,0,  172.28.24.212,    31.13.90.52
4276,TCP,1.0,46, 157.190.35.132, 209.85.202.149
4277,TCP,1.0,0,  172.28.24.212,    31.13.90.52
4278,TCP,1.0,0,  172.28.24.212,    31.13.90.52
4279,TCP,1.0,1821,  172.28.27.141, 209.85.202.155
4280,TCP,1.0,1,    172.28.5.82, 209.85.202.103
4281,TCP,1.0,0,  172.28.21.237, 35.186.197.135
4282,TCP,1.0,0,  172.28.21.237, 209.85.202.153
4283,TCP,1.0,195249,  172.28.19.225,  104.199.65.86
4284,TCP,1.0,0, 203.122.212.58, 157.190.91.129
4285,TCP,1.0,1923,   172.28.17.69, 104.123.97.156
4286,TCP,1.0,1923,   172.28.17.69, 104.123.97.156
4287,TCP,1.0,0,  172.28.16.127,   54.225.90.73
4288,TCP,1.0,0,220.158.160.228,  157.190.251.4
4289,TCP,1.0,0,    14.134.19.1,  157.190.98.50
4290,TCP,1.0,0,   172.28.27.19, 209.85.202.109
4291,TCP,1.0,0, 120.146.191.65,   157.190.27.1
4292,TCP,1.0,0,  157.190.35.36,169.254.169.254
4293,TCP,1.0,0,  157.190.35.36,169.254.169.254
4294,TCP,1.0,0,191.101.167.251,  157.190.3.218
4295,TCP,1.0,0,191.101.167.251,  157.190.3.218
4296,UDP,1.0,0,   172.28.2.120,    193.1.186.2
4297,UDP,1.0,34,   172.28.2.120,    193.1.186.2
4298,UDP,1.0,0,  172.28.21.214,    193.1.186.2
4299,UDP,1.0,31,  172.28.21.214,    193.1.186.2
4300,UDP,1.0,0,  172.28.25.171,    193.1.186.2
4301,UDP,1.0,45,  172.28.25.171,    193.1.186.2
4302,UDP,1.0,0,   172.28.25.28,    193.1.186.2
4303,UDP,1.0,37,   172.28.25.28,    193.1.186.2
4304,UDP,1.0,0,  172.28.29.155,    193.1.186.2
4305,UDP,1.0,34,  172.28.29.155,    193.1.186.2
4306,TCP,1.0,0, 157.190.152.71,   34.235.63.83
4307,TCP,1.0,0, 207.54.154.127, 157.190.92.201
4308,TCP,1.0,0,    77.72.82.80,   157.190.93.0
4309,TCP,1.0,0, 165.227.146.70,  157.190.15.48
4310,TCP,1.0,0,   58.250.44.31, 157.190.118.62
4311,TCP,1.0,0,123.241.108.244, 157.190.134.96
4312,UDP,1.0,41,   172.28.26.55,    193.1.186.2
4313,TCP,1.0,2493,  157.190.43.35,   23.100.86.91
4314,TCP,1.0,2421,  157.190.42.53,    31.13.90.36
4315,TCP,1.0,1424,  157.190.42.53,    199.96.57.6
4316,UDP,1.0,33,  172.28.25.232,    193.1.186.2
4317,TCP,1.0,1005,  157.190.42.53,     31.13.90.6
4318,TCP,1.0,909,  157.190.49.45,   54.192.28.81
4319,TCP,1.0,1011,  157.190.43.35, 209.85.202.101
4320,TCP,1.0,334,  157.190.43.35, 209.85.202.101
4321,UDP,1.0,45,  172.28.21.211,    193.1.186.2
4322,UDP,1.0,40,  172.28.27.150,    193.1.186.2
4323,UDP,1.0,42,  172.28.27.150,    193.1.186.2
4324,UDP,1.0,48,  172.28.13.213,    193.1.186.2
4325,UDP,1.0,47,  172.28.27.150,    193.1.186.2
4326,TCP,1.0,0,103.215.167.184, 157.190.86.136
4327,TCP,1.0,0,   172.28.31.17,  47.73.170.188
4328,TCP,1.0,0,   112.82.236.7,157.190.253.204
4329,TCP,1.0,0,182.100.216.199,157.190.165.158
4330,TCP,1.0,431, 157.190.147.73,  52.49.246.132
4331,TCP,1.0,431, 157.190.147.73,  52.49.246.132
4332,TCP,1.0,0,   198.20.87.98,157.190.104.196
4333,TCP,1.0,0, 114.253.33.101,  157.190.116.5
4334,UDP,1.0,51,   74.125.73.87,  157.190.3.100
4335,UDP,1.0,51,  74.125.47.132,  157.190.3.100
4336,UDP,1.0,37,  172.28.18.113,    193.1.186.2
4337,TCP,1.0,1441,   172.28.30.92,    54.77.9.138
4338,UDP,1.0,43,    172.28.4.99,    193.1.186.2
4339,UDP,1.0,31,  172.28.18.143,    193.1.186.3
4340,TCP,1.0,1596,    172.28.4.99,   23.100.86.91
4341,TCP,1.0,0,157.190.134.124,  40.101.51.114
4342,UDP,1.0,0,157.190.153.122,  209.85.202.94
4343,TCP,1.0,0,   172.28.14.59,  50.17.242.240
4344,TCP,1.0,0,   188.17.10.20, 157.190.47.247
4345,TCP,1.0,0, 60.179.238.153, 157.190.145.83
4346,TCP,1.0,0, 186.206.198.88,157.190.109.164
4347,TCP,1.0,0,   91.247.38.64, 157.190.206.81
4348,TCP,1.0,0, 157.190.136.72,   72.247.83.59
4349,TCP,1.0,0,  124.123.33.40,    157.190.7.8
4350,TCP,1.0,766, 157.190.36.142,     185.2.67.5
4351,TCP,1.0,766, 157.190.36.142,     185.2.67.5
4352,TCP,1.0,0,  82.238.203.81,157.190.114.227
4353,TCP,1.0,0, 157.190.45.158,   52.17.22.232
4354,TCP,1.0,7102,  157.190.43.35,108.177.119.104
4355,TCP,1.0,5313,  157.190.43.35,108.177.119.104
4356,UDP,1.0,32,  172.28.240.61,    193.1.186.2
4357,TCP,1.0,1983, 157.190.152.78,  93.184.220.97
4358,TCP,1.0,929, 157.190.152.78,  93.184.220.97
4359,TCP,1.0,0,   172.28.25.45, 209.85.202.189
4360,TCP,1.0,11591,   83.70.174.21,  157.190.53.99
4361,TCP,1.0,2730, 157.190.146.67,   40.101.121.2
4362,TCP,1.0,0,191.240.190.253, 157.190.174.50
4363,TCP,1.0,0,   157.190.34.7,  40.77.226.249
4364,TCP,1.0,1081,   157.190.34.7,  40.77.226.249
4365,TCP,1.0,0, 157.190.45.158,173.241.240.143
4366,TCP,1.0,0,   45.70.120.10,157.190.123.104
4367,UDP,1.0,0,  92.42.107.139,  157.190.51.19
4368,TCP,1.0,0, 91.108.129.129,157.190.129.222
4369,TCP,1.0,0, 157.190.152.78,  69.172.216.55
4370,TCP,1.0,0, 108.61.191.181,157.190.165.223
4371,TCP,1.0,0,  172.28.22.129,  47.73.170.213
4372,TCP,1.0,0, 108.61.191.181,157.190.120.194
4373,TCP,1.0,0,    45.5.249.89,  157.190.64.75
4374,TCP,1.0,0,  50.245.80.186, 157.190.67.199
4375,TCP,1.0,0,  211.103.24.10,157.190.252.196
4376,TCP,1.0,0,  116.76.224.52,157.190.249.163
4377,UDP,1.0,0,  172.28.28.242,  209.85.202.93
4378,TCP,1.0,0,   172.28.10.70,  209.85.202.95
4379,TCP,1.0,1142,   172.28.10.70,  209.85.202.95
4380,TCP,1.0,0, 157.190.45.158, 209.85.202.155
4381,UDP,1.0,0,   172.28.25.19,  66.228.59.187
4382,TCP,1.0,0, 157.190.152.78,  23.212.231.55
4383,TCP,1.0,0, 94.203.139.106, 157.190.99.206
4384,TCP,1.0,0,186.193.184.107, 157.190.220.25
4385,TCP,1.0,0,    41.73.12.50,  157.190.199.7
4386,UDP,1.0,0,    172.28.9.23,   52.29.139.70
4387,TCP,1.0,0,  110.16.13.250,157.190.176.170
4388,TCP,1.0,0, 108.61.191.181,157.190.211.212
4389,TCP,1.0,0, 157.190.149.72,  40.101.12.130
4390,TCP,1.0,0, 187.64.111.203,157.190.229.227
4391,TCP,1.0,0,   45.63.64.120, 157.190.230.71
4392,TCP,1.0,0,  172.28.26.179,  47.73.170.245
4393,TCP,1.0,0, 221.227.55.130,157.190.196.246
4394,TCP,1.0,0, 157.190.147.73,  37.252.172.39
4395,TCP,1.0,0,   45.71.98.128, 157.190.81.223
4396,TCP,1.0,0,177.189.148.126,157.190.246.177
4397,TCP,1.0,0, 116.72.133.106, 157.190.199.78
4398,TCP,1.0,0,   172.28.30.36,  54.192.28.234
4399,TCP,1.0,0,  151.101.38.49,  157.190.0.134
4400,TCP,1.0,0, 165.227.146.70,   157.190.0.66
4401,TCP,1.0,0,   198.20.87.98, 157.190.196.24
4402,UDP,1.0,0,    172.28.31.2,    193.1.186.2
4403,TCP,1.0,0, 219.91.253.229,  157.190.29.49
4404,TCP,1.0,0, 209.85.202.108,157.190.153.140
